year	lifeExp	country	continent	pop	gdpPercap
1967	66.8	Romania	Europe	19284814	6470.866545
1967	66.914	Serbia	Europe	7971222	7991.707066
1967	67.178	Montenegro	Europe	501035	5907.850937
1967	67.5	Taiwan	Asia	13648692	2643.858681
1967	67.51	Jamaica	Americas	1861096	6124.703451
1967	67.946	Singapore	Asia	1977600	4977.41854
1967	68.29	Cuba	Americas	8139332	5690.268015
1967	68.468	Uruguay	Americas	2748579	5444.61962
1967	68.5	Croatia	Europe	4174366	6960.297861
1967	69.18	Slovenia	Europe	1646912	9405.489397
1967	69.5	Hungary	Europe	10223422	9326.64467
1967	69.61	Poland	Europe	31785378	6557.152776
1967	69.83	Finland	Europe	4605744	10921.63626
1967	70	Hong Kong, China	Asia	3722800	6197.962814
1967	70.14	Austria	Europe	7376998	12834.6024
1967	70.38	Czech Republic	Europe	9835109	11399.44489
1967	70.42	Bulgaria	Europe	8310226	5577.0028
1967	70.75	Israel	Asia	2693585	8393.741404
1967	70.76	United States	Americas	198712000	19530.36557
1967	70.8	Germany	Europe	76368453	14745.62561
1967	70.94	Belgium	Europe	9556500	13149.04119
1967	70.98	Slovak Republic	Europe	4442238	8412.902397
1967	71	Greece	Europe	8716441	8513.097016
1967	71.06	Italy	Europe	52667100	10022.40131
1967	71.08	Ireland	Europe	2900100	7655.568963
1967	71.1	Puerto Rico	Americas	2648961	6929.277714
1967	71.36	United Kingdom	Europe	54959000	14142.85089
1967	71.43	Japan	Asia	100825279	9847.788607
1967	71.44	Spain	Europe	32850275	7993.512294
1967	71.55	France	Europe	49569000	12999.91766
1967	72.13	Canada	Americas	20819767	16076.58803
1967	72.77	Switzerland	Europe	6063000	22966.14432
1967	72.96	Denmark	Europe	4838800	15937.21123
1967	73.73	Iceland	Europe	198676	13319.89568
1967	73.82	Netherlands	Europe	12596822	15363.25136
1967	74.08	Norway	Europe	3786019	16361.87647
1967	74.16	Sweden	Europe	7867931	15258.29697
1972	35.4	Sierra Leone	Africa	2879013	1353.759762
1972	36.088	Afghanistan	Asia	13079460	739.9811058
1972	36.486	Guinea-Bissau	Africa	625361	820.2245876
1972	37.928	Angola	Africa	5894858	5473.288005
1972	38.308	Gambia	Africa	517101	756.0868363
1972	38.842	Guinea	Africa	3811387	741.6662307
1972	39.848	Yemen, Rep.	Asia	7407075	1265.047031
1972	39.977	Mali	Africa	5828158	581.3688761
1972	40.317	Cambodia	Asia	7450606	421.6240257
1972	40.328	Mozambique	Africa	9809596	724.9178037
1972	40.516	Equatorial Guinea	Africa	277603	672.4122571
1972	40.546	Niger	Africa	5060262	954.2092363
1972	40.973	Somalia	Africa	3840161	1254.576127
1972	41.766	Malawi	Africa	4730997	584.6219709
1972	42.614	Liberia	Africa	1482628	803.0054535
1972	42.821	Nigeria	Africa	53740085	1698.388838
1972	43.457	Central African Republic	Africa	1927260	1070.013275
1972	43.515	Ethiopia	Africa	30770372	566.2439442
1972	43.591	Burkina Faso	Africa	5433886	854.7359763
1972	43.971	Nepal	Asia	12412593	674.7881296
1972	44.057	Burundi	Africa	3529983	464.0995039
1972	44.142	Eritrea	Africa	2260187	514.3242082
1972	44.366	Djibouti	Africa	178848	3694.212352
1972	44.6	Rwanda	Africa	3992121	590.5806638
1972	44.851	Madagascar	Africa	7082430	1748.562982
1972	45.083	Sudan	Africa	14597019	1659.652775
1972	45.252	Bangladesh	Asia	70759295	630.2336265
1972	45.569	Chad	Africa	3899068	1104.103987
1972	45.815	Senegal	Africa	4588696	1597.712056
1972	45.989	Congo, Dem. Rep.	Africa	23007669	904.8960685
1972	46.714	Bolivia	Americas	4565872	2980.331339
1972	47.014	Benin	Africa	2761407	1085.796879
1972	47.049	Cameroon	Africa	7021028	1684.146528
1972	47.62	Tanzania	Africa	14706593	915.9850592
1972	48.042	Haiti	Americas	4698301	1654.456946
1972	48.437	Mauritania	Africa	1332786	1586.851781
1972	48.69	Gabon	Africa	537977	11401.94841
1972	48.944	Comoros	Africa	250027	1937.577675
1972	49.203	Indonesia	Asia	121282000	1111.107907
1972	49.552	Swaziland	Africa	480105	3364.836625
1972	49.759	Togo	Africa	2056351	1649.660188
1972	49.767	Lesotho	Africa	1116779	496.5815922
1972	49.801	Cote d'Ivoire	Africa	6071696	2378.201111
1972	49.875	Ghana	Africa	9354120	1178.223708
1972	50.107	Zambia	Africa	4506497	1773.498265
1972	50.254	Vietnam	Asia	44655014	699.5016441
1972	50.651	India	Asia	567000000	724.032527
1972	51.016	Uganda	Africa	10190285	950.735869
1972	51.137	Egypt	Africa	34807417	2024.008147
1972	51.929	Pakistan	Asia	69325921	1049.938981
1972	52.143	Oman	Asia	829050	10618.03855
1972	52.773	Libya	Africa	2183877	21011.49721
1972	52.862	Morocco	Africa	16660670	1930.194975
1972	53.07	Myanmar	Asia	28466390	357
1972	53.559	Kenya	Africa	12044785	1222.359968
1972	53.696	South Africa	Africa	23935810	7765.962636
1972	53.738	Guatemala	Americas	5149581	4031.408271
1972	53.754	Mongolia	Asia	1320500	1421.741975
1972	53.867	Namibia	Africa	821782	3746.080948
1972	53.884	Honduras	Americas	2965146	2529.842345
1972	53.886	Saudi Arabia	Asia	6472756	24837.42865
1972	54.518	Algeria	Africa	14760787	4182.663766
1972	54.907	Congo, Rep.	Africa	1340458	3213.152683
1972	55.151	Nicaragua	Americas	2182908	4688.593267
1972	55.234	Iran	Asia	30614000	9613.818607
1972	55.448	Peru	Americas	13954700	5937.827283
1972	55.602	Tunisia	Africa	5303507	2753.285994
1972	55.635	Zimbabwe	Africa	5861135	799.3621758
1972	56.024	Botswana	Africa	619351	2263.611114
1972	56.48	Sao Tome and Principe	Africa	76595	1532.985254
1972	56.528	Jordan	Asia	1613551	2110.856309
1972	56.532	West Bank and Gaza	Asia	1089572	3133.409277
1972	56.95	Iraq	Asia	10061506	9576.037596
1972	57.005	Turkey	Europe	37492953	3450.69638
1972	57.296	Syria	Asia	6701172	2571.423014
1972	58.065	Philippines	Asia	40850141	1989.37407
1972	58.207	El Salvador	Americas	3790903	4520.246008
1972	58.796	Ecuador	Americas	6298651	5280.99471
1972	59.504	Brazil	Americas	100840058	4985.711467
1972	59.631	Dominican Republic	Americas	4671329	2189.874499
1972	60.405	Thailand	Asia	39276153	1524.358936
1972	61.623	Colombia	Americas	22542890	3264.660041
1972	62.361	Mexico	Americas	55984294	6809.40669
1972	62.612	Korea, Rep.	Asia	33505000	3030.87665
1972	62.944	Mauritius	Africa	851334	2575.484158
1972	63.01	Malaysia	Asia	11441462	2849.09478
1972	63.11888	China	Asia	862030000	676.9000921
1972	63.3	Bahrain	Asia	230800	18268.65839
1972	63.441	Chile	Americas	9717524	5494.024437
1972	63.983	Korea, Dem. Rep.	Asia	14781241	3701.621503
1972	64.274	Reunion	Africa	461633	5047.658563
1972	65.042	Sri Lanka	Asia	13016733	1213.39553
1972	65.421	Lebanon	Asia	2680018	7486.384341
1972	65.712	Venezuela	Americas	11515649	10505.25966
1972	65.815	Paraguay	Americas	2614104	2523.337977
1972	65.9	Trinidad and Tobago	Americas	975199	6619.551419
1972	66.216	Panama	Americas	1616384	5364.249663
1972	67.065	Argentina	Americas	24779799	9443.038526
1972	67.45	Bosnia and Herzegovina	Europe	3819000	2860.16975
1972	67.69	Albania	Europe	2263554	3313.422188
1972	67.712	Kuwait	Asia	841934	109347.867
1972	67.849	Costa Rica	Americas	1834796	5118.146939
1972	68.673	Uruguay	Americas	2829526	5703.408898
1972	68.7	Serbia	Europe	8313288	10522.06749
1972	69	Jamaica	Americas	1997616	7433.889293
1972	69.21	Romania	Europe	20662648	8011.414402
1972	69.26	Portugal	Europe	8970450	9022.247417
1972	69.39	Taiwan	Asia	15226039	4062.523897
1972	69.521	Singapore	Asia	2152400	8597.756202
1972	69.61	Croatia	Europe	4225310	9164.090127
1972	69.76	Hungary	Europe	10394091	10168.65611
1972	69.82	Slovenia	Europe	1694510	12383.4862
1972	70.29	Czech Republic	Europe	9862158	13108.4536
1972	70.35	Slovak Republic	Europe	4593433	9674.167626
1972	70.63	Austria	Europe	7544201	16661.6256
1972	70.636	Montenegro	Europe	527678	7778.414017
1972	70.723	Cuba	Americas	8831348	5305.445256
1972	70.85	Poland	Europe	33039545	8006.506993
1972	70.87	Finland	Europe	4639657	14358.8759
1972	70.9	Bulgaria	Europe	8576200	6597.494398
1972	71	Germany	Europe	78717088	18016.18027
1972	71.28	Ireland	Europe	3024400	9530.772896
1972	71.34	United States	Americas	209896000	21806.03594
1972	71.44	Belgium	Europe	9709100	16672.14356
1972	71.63	Israel	Asia	3095893	12786.93223
1972	72	Hong Kong, China	Asia	4115700	8315.928145
1972	72.01	United Kingdom	Europe	56079000	15895.11641
1972	72.16	Puerto Rico	Americas	2847132	9123.041742
1972	72.19	Italy	Europe	54365564	12269.27378
1972	72.34	Greece	Europe	8888628	12724.82957
1972	72.38	France	Europe	51732000	16107.19171
1972	72.88	Canada	Americas	22284500	18970.57086
1972	73.06	Spain	Europe	34513161	10638.75131
1972	73.42	Japan	Asia	107188273	14778.78636
1972	73.47	Denmark	Europe	4991596	18866.20721
1972	73.75	Netherlands	Europe	13329874	18794.74567
1972	73.78	Switzerland	Europe	6401400	27195.11304
1972	74.34	Norway	Europe	3933004	18965.05551
1972	74.46	Iceland	Europe	209275	15798.06362
1972	74.72	Sweden	Europe	8122293	17832.02464
1977	31.22	Cambodia	Asia	6978607	524.9721832
1977	36.788	Sierra Leone	Africa	3140897	1348.285159
1977	37.465	Guinea-Bissau	Africa	745228	764.7259628
1977	38.438	Afghanistan	Asia	14880372	786.11336
1977	39.483	Angola	Africa	6162675	3008.647355
1977	40.762	Guinea	Africa	4227026	874.6858643
1977	41.291	Niger	Africa	5682086	808.8970728
1977	41.714	Mali	Africa	6491649	686.3952693
1977	41.842	Gambia	Africa	608274	884.7552507
1977	41.974	Somalia	Africa	4353666	1450.992513
1977	42.024	Equatorial Guinea	Africa	192675	958.5668124
1977	42.495	Mozambique	Africa	11127868	502.3197334
1977	43.764	Liberia	Africa	1703617	640.3224383
1977	43.767	Malawi	Africa	5637246	663.2236766
1977	44.175	Yemen, Rep.	Asia	8403990	1829.765177
1977	44.51	Ethiopia	Africa	34617799	556.8083834
1977	44.514	Nigeria	Africa	62209173	1981.951806
1977	44.535	Eritrea	Africa	2512642	505.7538077
1977	45	Rwanda	Africa	4657072	670.0806011
1977	45.91	Burundi	Africa	3834415	556.1032651
1977	46.137	Burkina Faso	Africa	5889574	743.3870368
1977	46.519	Djibouti	Africa	228694	3081.761022
1977	46.748	Nepal	Asia	13933198	694.1124398
1977	46.775	Central African Republic	Africa	2167533	1109.374338
1977	46.881	Madagascar	Africa	8007166	1544.228586
1977	46.923	Bangladesh	Asia	80428306	659.8772322
1977	47.383	Chad	Africa	4388260	1133.98495
1977	47.8	Sudan	Africa	17104986	2202.988423
1977	47.804	Congo, Dem. Rep.	Africa	26480870	795.757282
1977	48.879	Senegal	Africa	5260855	1561.769116
1977	49.19	Benin	Africa	3168267	1029.161251
1977	49.355	Cameroon	Africa	7959865	1783.432873
1977	49.919	Tanzania	Africa	17129565	962.4922932
1977	49.923	Haiti	Americas	4908554	1874.298931
1977	50.023	Bolivia	Americas	5079716	3548.097832
1977	50.35	Uganda	Africa	11457758	843.7331372
1977	50.852	Mauritania	Africa	1456688	1497.492223
1977	50.939	Comoros	Africa	304739	1172.603047
1977	51.386	Zambia	Africa	5216550	1588.688299
1977	51.756	Ghana	Africa	10538093	993.2239571
1977	52.208	Lesotho	Africa	1251524	745.3695408
1977	52.374	Cote d'Ivoire	Africa	7459574	2517.736547
1977	52.537	Swaziland	Africa	551425	3781.410618
1977	52.702	Indonesia	Asia	136725000	1382.702056
1977	52.79	Gabon	Africa	706367	21745.57328
1977	52.887	Togo	Africa	2308582	1532.776998
1977	53.319	Egypt	Africa	38783863	2785.493582
1977	54.043	Pakistan	Asia	78152686	1175.921193
1977	54.208	India	Asia	634000000	813.337323
1977	55.491	Mongolia	Asia	1528000	1647.511665
1977	55.527	South Africa	Africa	27129932	8028.651439
1977	55.625	Congo, Rep.	Africa	1536769	3259.178978
1977	55.73	Morocco	Africa	18396941	2370.619976
1977	55.764	Vietnam	Asia	50533506	713.5371196
1977	56.029	Guatemala	Americas	5703430	4879.992748
1977	56.059	Myanmar	Asia	31528087	371
1977	56.155	Kenya	Africa	14500404	1267.613204
1977	56.437	Namibia	Africa	977026	3876.485958
1977	56.696	El Salvador	Americas	4282586	5138.922374
1977	57.367	Oman	Asia	1004533	11848.34392
1977	57.402	Honduras	Americas	3055235	3203.208066
1977	57.442	Libya	Africa	2721783	21951.21176
1977	57.47	Nicaragua	Americas	2554598	5486.371089
1977	57.674	Zimbabwe	Africa	6642107	685.5876821
1977	57.702	Iran	Asia	35480679	11888.59508
1977	58.014	Algeria	Africa	17152804	4910.416756
1977	58.447	Peru	Americas	15990099	6281.290855
1977	58.55	Sao Tome and Principe	Africa	86796	1737.561657
1977	58.69	Saudi Arabia	Asia	8128505	34167.7626
1977	59.319	Botswana	Africa	781472	3214.857818
1977	59.507	Turkey	Europe	42404033	4269.122326
1977	59.837	Tunisia	Africa	6005061	3120.876811
1977	60.06	Philippines	Asia	46850962	2373.204287
1977	60.413	Iraq	Asia	11882916	14688.23507
1977	60.765	West Bank and Gaza	Asia	1261091	3682.831494
1977	61.134	Jordan	Asia	1937652	2852.351568
1977	61.195	Syria	Asia	7932503	3195.484582
1977	61.31	Ecuador	Americas	7278866	6679.62326
1977	61.489	Brazil	Americas	114313951	6660.118654
1977	61.788	Dominican Republic	Americas	5302800	2681.9889
1977	62.494	Thailand	Asia	44148285	1961.224635
1977	63.837	Colombia	Americas	25094412	3815.80787
1977	63.96736	China	Asia	943455000	741.2374699
1977	64.766	Korea, Rep.	Asia	36436000	4657.22102
1977	64.93	Mauritius	Africa	913025	3710.982963
1977	65.032	Mexico	Americas	63759976	7674.929108
1977	65.256	Malaysia	Asia	12845381	3827.921571
1977	65.593	Bahrain	Asia	297410	19340.10196
1977	65.949	Sri Lanka	Asia	14116836	1348.775651
1977	66.099	Lebanon	Asia	3115787	8659.696836
1977	66.353	Paraguay	Americas	2984494	3248.373311
1977	67.052	Chile	Americas	10599793	4756.763836
1977	67.064	Reunion	Africa	492095	4319.804067
1977	67.159	Korea, Dem. Rep.	Asia	16325320	4106.301249
1977	67.456	Venezuela	Americas	13503563	13143.95095
1977	68.3	Trinidad and Tobago	Americas	1039009	7899.554209
1977	68.481	Argentina	Americas	26983828	10079.02674
1977	68.681	Panama	Americas	1839782	5351.912144
1977	68.93	Albania	Europe	2509048	3533.00391
1977	69.343	Kuwait	Asia	1140357	59265.47714
1977	69.46	Romania	Europe	21658597	9356.39724
1977	69.481	Uruguay	Americas	2873520	6504.339663
1977	69.86	Bosnia and Herzegovina	Europe	4086000	3528.481305
1977	69.95	Hungary	Europe	10637171	11674.83737
1977	70.11	Jamaica	Americas	2156814	6650.195573
1977	70.3	Serbia	Europe	8686367	12980.66956
1977	70.41	Portugal	Europe	9662600	10172.48572
1977	70.45	Slovak Republic	Europe	4827803	10922.66404
1977	70.59	Taiwan	Asia	16785196	5596.519826
1977	70.64	Croatia	Europe	4318673	11305.38517
1977	70.67	Poland	Europe	34621254	9508.141454
1977	70.71	Czech Republic	Europe	10161915	14800.16062
1977	70.75	Costa Rica	Americas	2108457	5926.876967
1977	70.795	Singapore	Asia	2325300	11210.08948
1977	70.81	Bulgaria	Europe	8797022	7612.240438
1977	70.97	Slovenia	Europe	1746919	15277.03017
1977	72.03	Ireland	Europe	3271900	11150.98113
1977	72.17	Austria	Europe	7568430	19749.4223
1977	72.5	Germany	Europe	78160773	20512.92123
1977	72.52	Finland	Europe	4738902	15605.42283
1977	72.649	Cuba	Americas	9537988	6380.494966
1977	72.76	United Kingdom	Europe	56179000	17428.74846
1977	72.8	Belgium	Europe	9821800	19117.97448
1977	73.06	Israel	Asia	3495918	13306.61921
1977	73.066	Montenegro	Europe	560073	9595.929905
1977	73.38	United States	Americas	220239000	24072.63213
1977	73.44	Puerto Rico	Americas	3080828	9770.524921
1977	73.48	Italy	Europe	56059245	14255.98475
1977	73.6	Hong Kong, China	Asia	4583700	11186.14125
1977	73.68	Greece	Europe	9308479	14195.52428
1977	73.83	France	Europe	53165019	18292.63514
1977	74.21	Canada	Americas	23796400	22090.88306
1977	74.39	Spain	Europe	36439000	13236.92117
1977	74.69	Denmark	Europe	5088419	20422.9015
1977	75.24	Netherlands	Europe	13852989	21209.0592
1977	75.37	Norway	Europe	4043205	23311.34939
1977	75.38	Japan	Asia	113872473	16610.37701
1977	75.39	Switzerland	Europe	6316424	26982.29052
1977	75.44	Sweden	Europe	8251648	18855.72521
1977	76.11	Iceland	Europe	221823	19654.96247
1982	38.445	Sierra Leone	Africa	3464522	1465.010784
1982	39.327	Guinea-Bissau	Africa	825987	838.1239671
1982	39.854	Afghanistan	Asia	12881816	978.0114388
1982	39.942	Angola	Africa	7016384	2756.953672
1982	42.598	Niger	Africa	6437188	909.7221354
1982	42.795	Mozambique	Africa	12587223	462.2114149
1982	42.891	Guinea	Africa	4710497	857.2503577
1982	42.955	Somalia	Africa	5828892	1176.807031
1982	43.662	Equatorial Guinea	Africa	285483	927.8253427
1982	43.89	Eritrea	Africa	2637297	524.8758493
1982	43.916	Mali	Africa	6998256	618.0140641
1982	44.852	Liberia	Africa	1956875	572.1995694
1982	44.916	Ethiopia	Africa	38111756	577.8607471
1982	45.58	Gambia	Africa	715523	835.8096108
1982	45.642	Malawi	Africa	6502825	632.8039209
1982	45.826	Nigeria	Africa	73039376	1576.97375
1982	46.218	Rwanda	Africa	5507565	881.5706467
1982	47.471	Burundi	Africa	4580410	559.603231
1982	47.784	Congo, Dem. Rep.	Africa	30646495	673.7478181
1982	48.122	Burkina Faso	Africa	6634596	807.1985855
1982	48.295	Central African Republic	Africa	2476971	956.7529907
1982	48.812	Djibouti	Africa	305991	2879.468067
1982	48.969	Madagascar	Africa	9171477	1302.878658
1982	49.113	Yemen, Rep.	Asia	9657618	1977.55701
1982	49.517	Chad	Africa	4875118	797.9081006
1982	49.594	Nepal	Asia	15796314	718.3730947
1982	49.849	Uganda	Africa	12939400	682.2662268
1982	50.009	Bangladesh	Asia	93074406	676.9818656
1982	50.338	Sudan	Africa	20367053	1895.544073
1982	50.608	Tanzania	Africa	19844382	874.2426069
1982	50.904	Benin	Africa	3641603	1277.897616
1982	50.957	Cambodia	Asia	7272485	624.4754784
1982	51.461	Haiti	Americas	5198399	2011.159549
1982	51.821	Zambia	Africa	6100407	1408.678565
1982	52.379	Senegal	Africa	6147783	1518.479984
1982	52.933	Comoros	Africa	348643	1267.100083
1982	52.961	Cameroon	Africa	9250831	2367.983282
1982	53.599	Mauritania	Africa	1622136	1481.150189
1982	53.744	Ghana	Africa	11400338	876.032569
1982	53.859	Bolivia	Americas	5642224	3156.510452
1982	53.983	Cote d'Ivoire	Africa	9025951	2602.710169
1982	55.078	Lesotho	Africa	1411807	797.2631074
1982	55.471	Togo	Africa	2644765	1344.577953
1982	55.561	Swaziland	Africa	649901	3895.384018
1982	56.006	Egypt	Africa	45681811	3503.729636
1982	56.158	Pakistan	Asia	91462088	1443.429832
1982	56.159	Indonesia	Asia	153343000	1516.872988
1982	56.564	Gabon	Africa	753874	15113.36194
1982	56.596	India	Asia	708000000	855.7235377
1982	56.604	El Salvador	Americas	4474873	4098.344175
1982	56.695	Congo, Rep.	Africa	1774735	4879.507522
1982	57.489	Mongolia	Asia	1756032	2000.603139
1982	58.056	Myanmar	Asia	34680442	424
1982	58.137	Guatemala	Americas	6395630	4820.49479
1982	58.161	South Africa	Africa	31140029	8568.266228
1982	58.766	Kenya	Africa	17661452	1348.225791
1982	58.816	Vietnam	Asia	56142181	707.2357863
1982	58.968	Namibia	Africa	1099010	4191.100511
1982	59.298	Nicaragua	Americas	2979423	3470.338156
1982	59.62	Iran	Asia	43072751	7608.334602
1982	59.65	Morocco	Africa	20198730	2702.620356
1982	60.351	Sao Tome and Principe	Africa	98593	1890.218117
1982	60.363	Zimbabwe	Africa	7636524	788.8550411
1982	60.909	Honduras	Americas	3669448	3121.760794
1982	61.036	Turkey	Europe	47328791	4241.356344
1982	61.368	Algeria	Africa	20033753	5745.160213
1982	61.406	Peru	Americas	18125129	6434.501797
1982	61.484	Botswana	Africa	970347	4551.14215
1982	62.038	Iraq	Asia	14173318	14517.90711
1982	62.082	Philippines	Asia	53456774	2603.273765
1982	62.155	Libya	Africa	3344074	17364.27538
1982	62.728	Oman	Asia	1301048	12954.79101
1982	63.012	Saudi Arabia	Asia	11254672	33693.17525
1982	63.336	Brazil	Americas	128962939	7030.835878
1982	63.727	Dominican Republic	Americas	5968349	2861.092386
1982	63.739	Jordan	Asia	2347031	4161.415959
1982	64.048	Tunisia	Africa	6734098	3560.233174
1982	64.342	Ecuador	Americas	8365850	7213.791267
1982	64.406	West Bank and Gaza	Asia	1425876	4336.032082
1982	64.59	Syria	Asia	9410494	3761.837715
1982	64.597	Thailand	Asia	48827160	2393.219781
1982	65.525	China	Asia	1000281000	962.4213805
1982	66.653	Colombia	Americas	27764644	4397.575659
1982	66.711	Mauritius	Africa	992040	3688.037739
1982	66.874	Paraguay	Americas	3366439	4258.503604
1982	66.983	Lebanon	Asia	3086876	7640.519521
1982	67.123	Korea, Rep.	Asia	39326000	5622.942464
1982	67.405	Mexico	Americas	71640904	9611.147541
1982	68	Malaysia	Asia	14441916	4920.355951
1982	68.557	Venezuela	Americas	15620766	11152.41011
1982	68.757	Sri Lanka	Asia	15410151	1648.079789
1982	68.832	Trinidad and Tobago	Americas	1116479	9119.528607
1982	69.052	Bahrain	Asia	377967	19211.14731
1982	69.1	Korea, Dem. Rep.	Asia	17647518	4106.525293
1982	69.39	Hungary	Europe	10705535	12545.99066
1982	69.66	Romania	Europe	22356726	9605.314053
1982	69.885	Reunion	Africa	517810	5267.219353
1982	69.942	Argentina	Americas	29341374	8997.897412
1982	70.162	Serbia	Europe	9032824	15181.0927
1982	70.42	Albania	Europe	2780097	3630.880722
1982	70.46	Croatia	Europe	4413368	13221.82184
1982	70.472	Panama	Americas	2036305	7009.601598
1982	70.565	Chile	Americas	11487112	5095.665738
1982	70.69	Bosnia and Herzegovina	Europe	4172693	4126.613157
1982	70.8	Slovak Republic	Europe	5048043	11348.54585
1982	70.805	Uruguay	Americas	2953997	6920.223051
1982	70.96	Czech Republic	Europe	10303704	15377.22855
1982	71.063	Slovenia	Europe	1861252	17866.72175
1982	71.08	Bulgaria	Europe	8892098	8224.191647
1982	71.21	Jamaica	Americas	2298309	6068.05135
1982	71.309	Kuwait	Asia	1497494	31354.03573
1982	71.32	Poland	Europe	36227381	8451.531004
1982	71.76	Singapore	Asia	2651869	15169.16112
1982	72.16	Taiwan	Asia	18501390	7426.354774
1982	72.77	Portugal	Europe	9859650	11753.84291
1982	73.1	Ireland	Europe	3480000	12618.32141
1982	73.18	Austria	Europe	7574613	21597.08362
1982	73.45	Costa Rica	Americas	2424367	5262.734751
1982	73.717	Cuba	Americas	9789224	7316.918107
1982	73.75	Puerto Rico	Americas	3279001	10330.98915
1982	73.8	Germany	Europe	78335266	22031.53274
1982	73.93	Belgium	Europe	9856303	20979.84589
1982	74.04	United Kingdom	Europe	56339704	18232.42452
1982	74.101	Montenegro	Europe	562548	11222.58762
1982	74.45	Israel	Asia	3858421	15367.0292
1982	74.55	Finland	Europe	4826933	18533.15761
1982	74.63	Denmark	Europe	5117810	21688.04048
1982	74.65	United States	Americas	232187835	25009.55914
1982	74.89	France	Europe	54433565	20293.89746
1982	74.98	Italy	Europe	56535636	16537.4835
1982	75.24	Greece	Europe	9786480	15268.42089
1982	75.45	Hong Kong, China	Asia	5264500	14560.53051
1982	75.76	Canada	Americas	25201900	22898.79214
1982	75.97	Norway	Europe	4114787	26298.63531
1982	76.05	Netherlands	Europe	14310401	21399.46046
1982	76.21	Switzerland	Europe	6468126	28397.71512
1982	76.3	Spain	Europe	37983310	13926.16997
1982	76.42	Sweden	Europe	8325260	20667.38125
1982	76.99	Iceland	Europe	233997	23269.6075
1982	77.11	Japan	Asia	118454974	19384.10571
1987	39.906	Angola	Africa	7874230	2430.208311
1987	40.006	Sierra Leone	Africa	3868905	1294.447788
1987	40.822	Afghanistan	Asia	13867957	852.3959448
1987	41.245	Guinea-Bissau	Africa	927524	736.4153921
1987	42.861	Mozambique	Africa	12891952	389.8761846
1987	44.02	Rwanda	Africa	6349365	847.991217
1987	44.501	Somalia	Africa	6921858	1093.244963
1987	44.555	Niger	Africa	7332638	668.3000228
1987	45.552	Guinea	Africa	5650262	805.5724718
1987	45.664	Equatorial Guinea	Africa	341244	966.8968149
1987	46.027	Liberia	Africa	2269414	506.1138573
1987	46.364	Mali	Africa	7634008	684.1715576
1987	46.453	Eritrea	Africa	2915959	521.1341333
1987	46.684	Ethiopia	Africa	42999530	573.7413142
1987	46.886	Nigeria	Africa	81551520	1385.029563
1987	47.412	Congo, Dem. Rep.	Africa	35481645	672.774812
1987	47.457	Malawi	Africa	7824747	635.5173634
1987	48.211	Burundi	Africa	5126023	621.8188189
1987	49.265	Gambia	Africa	848406	611.6588611
1987	49.35	Madagascar	Africa	10568642	1155.441948
1987	49.557	Burkina Faso	Africa	7586551	912.0631417
1987	50.04	Djibouti	Africa	311025	2880.102568
1987	50.485	Central African Republic	Africa	2840009	844.8763504
1987	50.821	Zambia	Africa	7272406	1213.315116
1987	51.051	Chad	Africa	5498955	952.386129
1987	51.509	Uganda	Africa	15283050	617.7244065
1987	51.535	Tanzania	Africa	23040630	831.8220794
1987	51.744	Sudan	Africa	24725960	1507.819159
1987	52.337	Benin	Africa	4243788	1225.85601
1987	52.537	Nepal	Asia	17917180	775.6324501
1987	52.819	Bangladesh	Asia	103764241	751.9794035
1987	52.922	Yemen, Rep.	Asia	11219340	1971.741538
1987	53.636	Haiti	Americas	5756203	1823.015995
1987	53.914	Cambodia	Asia	8371791	683.8955732
1987	54.655	Cote d'Ivoire	Africa	10761098	2156.956069
1987	54.926	Comoros	Africa	395114	1315.980812
1987	54.985	Cameroon	Africa	10780667	2602.664206
1987	55.729	Ghana	Africa	14168101	847.0061135
1987	55.769	Senegal	Africa	7171347	1441.72072
1987	56.145	Mauritania	Africa	1841240	1421.603576
1987	56.941	Togo	Africa	3154264	1202.201361
1987	57.18	Lesotho	Africa	1599200	773.9932141
1987	57.251	Bolivia	Americas	6156369	2753.69149
1987	57.47	Congo, Rep.	Africa	2064095	4201.194937
1987	57.678	Swaziland	Africa	779348	3984.839812
1987	58.245	Pakistan	Asia	105186881	1704.686583
1987	58.339	Myanmar	Asia	38028578	385
1987	58.553	India	Asia	788000000	976.5126756
1987	59.339	Kenya	Africa	21198082	1361.936856
1987	59.797	Egypt	Africa	52799062	3885.46071
1987	60.137	Indonesia	Asia	169276000	1748.356961
1987	60.19	Gabon	Africa	880397	11864.40844
1987	60.222	Mongolia	Asia	2015133	2338.008304
1987	60.782	Guatemala	Americas	7326406	4246.485974
1987	60.834	South Africa	Africa	35933379	7825.823398
1987	60.835	Namibia	Africa	1278184	3693.731337
1987	61.728	Sao Tome and Principe	Africa	110812	1516.525457
1987	62.008	Nicaragua	Americas	3344353	2955.984375
1987	62.351	Zimbabwe	Africa	9216418	706.1573059
1987	62.677	Morocco	Africa	22987397	2755.046991
1987	62.82	Vietnam	Asia	62826491	820.7994449
1987	63.04	Iran	Asia	51889696	6642.881371
1987	63.108	Turkey	Europe	52881328	5089.043686
1987	63.154	El Salvador	Americas	4842194	4140.442097
1987	63.622	Botswana	Africa	1151184	6205.88385
1987	64.134	Peru	Americas	20195924	6360.943444
1987	64.151	Philippines	Asia	60017788	2189.634995
1987	64.492	Honduras	Americas	4372203	3023.096699
